Community Health,1547946103
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Baseline|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Social Services,3910453
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Baseline|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Tax Collector,347554
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Baseline|Services of Other Depts|Services of Other Depts (AAO Funds)|SR-CFC-First 5 Commission,181632
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Baseline|Transfer Adjustments-Uses,-1370481
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Baseline|Transfer Adjustments-Uses|Transfer Adjustments-Uses,-1370481
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Baseline|Transfer Adjustments-Uses|Transfer Adjustments-Uses|Transfer Adjustments-Uses (Citywide),-1370481
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs,44883000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|City Grant Programs,32542219
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|City Grant Programs|City Grant Programs,32542219
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|City Grant Programs|City Grant Programs|Community Based Organization Services,32542219
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Intrafund Transfers Out,2960000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Intrafund Transfers Out|Intrafund Transfers Out (Ito),2960000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Intrafund Transfers Out|Intrafund Transfers Out (Ito)|ITO to 2S/CHF-Children'S Fund,2960000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Mandatory Fringe Benefits,945254
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Mandatory Fringe Benefits|Dental Coverage,33454
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Mandatory Fringe Benefits|Dental Coverage|Dental Coverage,33454
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Mandatory Fringe Benefits|Health Service,405981
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Mandatory Fringe Benefits|Health Service|Dependent Coverage-Miscellaneous,88408
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Mandatory Fringe Benefits|Health Service|Health Service-City Match,142843
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Mandatory Fringe Benefits|Health Service|Health Service-Retiree Health Subsidy,174730
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Mandatory Fringe Benefits|Other Fringe Benefits,20217
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Mandatory Fringe Benefits|Other Fringe Benefits|Flexible Benefit Package,12033
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Mandatory Fringe Benefits|Other Fringe Benefits|Long Term Disability Insurance,8184
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Mandatory Fringe Benefits|Retirement,335980
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Mandatory Fringe Benefits|Retirement|Retire City Misc,335980
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Mandatory Fringe Benefits|Social Security,143898
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Mandatory Fringe Benefits|Social Security|Social Security (OASDI & HI),116243
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Mandatory Fringe Benefits|Social Security|Social Security - Medicare (HI Only),27655
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Mandatory Fringe Benefits|Unemployment Insurance,5724
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Mandatory Fringe Benefits|Unemployment Insurance|Unemployment Insurance,5724
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Materials & Supplies,101312
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Materials & Supplies|Food,2500
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Materials & Supplies|Food|Food,2500
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Materials & Supplies|Materials & Supplies Budget Only,58812
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Materials & Supplies|Materials & Supplies Budget Only|Materials & Supplies-Budget,58812
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Materials & Supplies|Other Materials & Supplies,40000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Materials & Supplies|Other Materials & Supplies|Minor Data Processing Equipment,40000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Non Personnel Services,542520
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Non Personnel Services|Maintenance Svcs-Equipment,1500
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Non Personnel Services|Maintenance Svcs-Equipment|DP/WP Equipment Maint,1500
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Non Personnel Services|Membership Fees,2000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Non Personnel Services|Membership Fees|Membership Fees,2000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Non Personnel Services|Other Current Expenses,50000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Non Personnel Services|Other Current Expenses|Other Current Expenses - Budget,50000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Non Personnel Services|Professional & Specialized Services,200000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Non Personnel Services|Professional & Specialized Services|Professional & Specialized Svcs-Budget,200000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Non Personnel Services|Rents & Leases-Buildings & Structures,271300
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Non Personnel Services|Rents & Leases-Buildings & Structures|Property Rent,271300
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Non Personnel Services|Rents & Leases-Equipment,10000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Non Personnel Services|Rents & Leases-Equipment|Office Machine Rental,10000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Non Personnel Services|Training,4950
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Non Personnel Services|Training|Training Costs Paid to Employees,4950
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Non Personnel Services|Travel,2770
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Non Personnel Services|Travel|Air Travel - Employees,825
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Non Personnel Services|Travel|Non-Air Travel - Employees,1945
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Salaries,1907265
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Salaries|Permanent Salaries-Misc,1857265
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Salaries|Permanent Salaries-Misc|Misc-Regular,1857265
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Salaries|Temp Salaries-Misc,50000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Salaries|Temp Salaries-Misc|Temp-Regular-Misc,50000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Services of Other Depts,6397198
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Services of Other Depts|Services of Other Depts (AAO Funds),6397198
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Arts Commission,100000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-CON-Financial Systems,6943
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-CON-Internal Audits,229836
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Chf-Youth Works,16800
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-City Attorney-Legal Services,60000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-HR Mgmt/Benefits Admin System,13265
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-HR-Client Srvs/Recruit/Assess,62358
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-HR-Mgmt Training,1000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Mayor's - Cdbg,200000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Mayor's Office Services,166529
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Mental Health,190973
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Purch-Mail Services,3050
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Rec & Park-Gardener,900000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Social Services,1415553
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-TIS-Telephone(AAO),40056
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Services of Other Depts|Services of Other Depts (AAO Funds)|IS-TIS-ISD Services,17000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Services of Other Depts|Services of Other Depts (AAO Funds)|IS-TIS-ISD Services-Infrastructure Cost,37967
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Services of Other Depts|Services of Other Depts (AAO Funds)|SR-CFC-First 5 Commission,2935868
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Transfer Adjustments-Uses,-3132727
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Transfer Adjustments-Uses|Transfer Adjustments-Uses,-3132727
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Transfer Adjustments-Uses|Transfer Adjustments-Uses|Transfer Adjustments-Uses,-2960000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Transfer Adjustments-Uses|Transfer Adjustments-Uses|Transfer Adjustments-Uses (Citywide),-172727
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Unappropriated Revenue-Designated,2619959
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Unappropriated Revenue-Designated|Unappropriated Revenue-Designated,2619959
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Fund Programs|Unappropriated Revenue-Designated|Unappropriated Revenue-Designated|Designated for Contingencies,2619959
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund,6693504
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|City Grant Programs,9384212
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|City Grant Programs|City Grant Programs,9384212
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|City Grant Programs|City Grant Programs|Community Based Organization Services,9153715
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|City Grant Programs|City Grant Programs|Community Based Organization Svcs-Budget,230497
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Mandatory Fringe Benefits,66521
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Mandatory Fringe Benefits|Dental Coverage,3134
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Mandatory Fringe Benefits|Dental Coverage|Dental Coverage,3134
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Mandatory Fringe Benefits|Health Service,21481
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Mandatory Fringe Benefits|Health Service|Dependent Coverage-Miscellaneous,8210
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Mandatory Fringe Benefits|Health Service|Health Service-City Match,13271
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Mandatory Fringe Benefits|Other Fringe Benefits,1107
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Mandatory Fringe Benefits|Other Fringe Benefits|Fringe Adjustments-Budget,287
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Mandatory Fringe Benefits|Other Fringe Benefits|Long Term Disability Insurance,820
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Mandatory Fringe Benefits|Retirement,26512
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Mandatory Fringe Benefits|Retirement|Retire City Misc,26512
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Mandatory Fringe Benefits|Social Security,13747
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Mandatory Fringe Benefits|Social Security|Social Security (OASDI & HI),11141
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Mandatory Fringe Benefits|Social Security|Social Security - Medicare (HI Only),2606
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Mandatory Fringe Benefits|Unemployment Insurance,540
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Mandatory Fringe Benefits|Unemployment Insurance|Unemployment Insurance,540
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Materials & Supplies,8735
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Materials & Supplies|Materials & Supplies Budget Only,8735
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Materials & Supplies|Materials & Supplies Budget Only|Materials & Supplies-Budget,8735
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Non Personnel Services,15533
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Non Personnel Services|Membership Fees,200
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Non Personnel Services|Membership Fees|Membership Fees,200
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Non Personnel Services|Other Current Expenses,9000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Non Personnel Services|Other Current Expenses|Advertising,4500
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Non Personnel Services|Other Current Expenses|Printing,4500
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Non Personnel Services|Training,5000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Non Personnel Services|Training|Training Costs Paid to Employees,5000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Non Personnel Services|Travel,1333
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Non Personnel Services|Travel|Travel-Budget,1333
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Salaries,179709
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Salaries|Permanent Salaries-Misc,146557
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Salaries|Permanent Salaries-Misc|Misc-Regular,146557
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Salaries|Temp Salaries-Misc,33152
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Salaries|Temp Salaries-Misc|Temp-Regular-Misc,33152
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Services of Other Depts,1795961
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Services of Other Depts|Services of Other Depts (AAO Funds),1795961
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Mayor's - Cdbg,20000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Social Services,826461
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Services of Other Depts|Services of Other Depts (AAO Funds)|SR-CFC-First 5 Commission,949500
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Transfer Adjustments-Uses,-4757167
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Transfer Adjustments-Uses|Transfer Adjustments-Uses,-4757167
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Children's Svcs - Non - Children's Fund|Transfer Adjustments-Uses|Transfer Adjustments-Uses|Transfer Adjustments-Uses (Citywide),-4757167
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Public Education Fund ( Prop H ),28600000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Public Education Fund ( Prop H )|City Grant Programs,28600000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Public Education Fund ( Prop H )|City Grant Programs|City Grant Programs,28600000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Public Education Fund ( Prop H )|City Grant Programs|City Grant Programs|Community Based Organization Svcs-Budget,28600000
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention,5220242
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|City Grant Programs,4405168
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|City Grant Programs|City Grant Programs,4405168
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|City Grant Programs|City Grant Programs|Community Based Organization Services,4405168
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Mandatory Fringe Benefits,145067
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Mandatory Fringe Benefits|Dental Coverage,6116
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Mandatory Fringe Benefits|Dental Coverage|Dental Coverage,6116
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Mandatory Fringe Benefits|Health Service,42565
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Mandatory Fringe Benefits|Health Service|Dependent Coverage-Miscellaneous,16441
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Mandatory Fringe Benefits|Health Service|Health Service-City Match,26124
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Mandatory Fringe Benefits|Other Fringe Benefits,2463
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Mandatory Fringe Benefits|Other Fringe Benefits|Fringe Adjustments-Budget,590
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Mandatory Fringe Benefits|Other Fringe Benefits|Long Term Disability Insurance,1873
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Mandatory Fringe Benefits|Retirement,65248
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Mandatory Fringe Benefits|Retirement|Retire City Misc,65248
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Mandatory Fringe Benefits|Social Security,27594
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Mandatory Fringe Benefits|Social Security|Social Security (OASDI & HI),22363
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Mandatory Fringe Benefits|Social Security|Social Security - Medicare (HI Only),5231
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Mandatory Fringe Benefits|Unemployment Insurance,1081
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Mandatory Fringe Benefits|Unemployment Insurance|Unemployment Insurance,1081
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Materials & Supplies,132299
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Materials & Supplies|Safety,132299
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Materials & Supplies|Safety|Other Safety Expenses,132299
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Non Personnel Services,10782
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Non Personnel Services|Professional & Specialized Services,10782
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Non Personnel Services|Professional & Specialized Services|Auditing & Accounting,10782
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Salaries,360680
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Salaries|Permanent Salaries-Misc,360680
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Salaries|Permanent Salaries-Misc|Misc-Regular,360680
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Services of Other Depts,166246
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Services of Other Depts|Services of Other Depts (AAO Funds),166246
Human Welfare & Neighborhood Development|Children, Youth & Their Families|Violence Prevention|Services of Other Depts|Services of Other Depts (AAO Funds)|GF-Mental Health,166246
Human Welfare & Neighborhood Development|County Education Office,116026
Human Welfare & Neighborhood Development|County Education Office|County Education Services,116026
Human Welfare & Neighborhood Development|County Education Office|County Education Services|Mandatory Fringe Benefits,24209
Human Welfare & Neighborhood Development|County Education Office|County Education Services|Mandatory Fringe Benefits|Dental Coverage,1629
Human Welfare & Neighborhood Development|County Education Office|County Education Services|Mandatory Fringe Benefits|Dental Coverage|Dental Coverage,1629
Human Welfare & Neighborhood Development|County Education Office|County Education Services|Mandatory Fringe Benefits|Health Service,8284
Human Welfare & Neighborhood Development|County Education Office|County Education Services|Mandatory Fringe Benefits|Health Service|Dependent Coverage-Miscellaneous,1853
Human Welfare & Neighborhood Development|County Education Office|County Education Services|Mandatory Fringe Benefits|Health Service|Health Service-City Match,6431
Human Welfare & Neighborhood Development|County Education Office|County Education Services|Mandatory Fringe Benefits|Other Fringe Benefits,9450
Human Welfare & Neighborhood Development|County Education Office|County Education Services|Mandatory Fringe Benefits|Other Fringe Benefits|Flexible Benefit Package,6335
Human Welfare & Neighborhood Development|County Education Office|County Education Services|Mandatory Fringe Benefits|Other Fringe Benefits|Fringe Adjustments-Budget,3127
Human Welfare & Neighborhood Development|County Education Office|County Education Services|Mandatory Fringe Benefits|Other Fringe Benefits|Long Term Disability Insurance,-12
Human Welfare & Neighborhood Development|County Education Office|County Education Services|Mandatory Fringe Benefits|Retirement,-450
Human Welfare & Neighborhood Development|County Education Office|County Education Services|Mandatory Fringe Benefits|Retirement|Retire City Misc,-450
Human Welfare & Neighborhood Development|County Education Office|County Education Services|Mandatory Fringe Benefits|Social Security,5021
Human Welfare & Neighborhood Development|County Education Office|County Education Services|Mandatory Fringe Benefits|Social Security|Social Security (OASDI & HI),3689
Human Welfare & Neighborhood Development|County Education Office|County Education Services|Mandatory Fringe Benefits|Social Security|Social Security - Medicare (HI Only),1332
Human Welfare & Neighborhood Development|County Education Office|County Education Services|Mandatory Fringe Benefits|Unemployment Insurance,275
Human Welfare & Neighborhood Development|County Education Office|County Education Services|Mandatory Fringe Benefits|Unemployment Insurance|Unemployment Insurance,275
Human Welfare & Neighborhood Development|County Education Office|County Education Services|Salaries,91817
Human Welfare & Neighborhood Development|County Education Office|County Education Services|Salaries|Permanent Salaries-Misc,91817
Human Welfare & Neighborhood Development|County Education Office|County Education Services|Salaries|Permanent Salaries-Misc|Misc-Regular,91817
Human Welfare & Neighborhood Development|Department of the Status of Women,3520652
Human Welfare & Neighborhood Development|Department of the Status of Women|Children's Baseline,198677
Human Welfare & Neighborhood Development|Department of the Status of Women|Children's Baseline|City Grant Programs,198677
Human Welfare & Neighborhood Development|Department of the Status of Women|Children's Baseline|City Grant Programs|City Grant Programs,198677
Human Welfare & Neighborhood Development|Department of the Status of Women|Children's Baseline|City Grant Programs|City Grant Programs|Community Based Organization Svcs-Budget,198677
Human Welfare & Neighborhood Development|Department of the Status of Women|Commission On Status Of Women,3111975
Human Welfare & Neighborhood Development|Department of the Status of Women|Commission On Status Of Women|City Grant Programs,2352988
Human Welfare & Neighborhood Development|Department of the Status of Women|Commission On Status Of Women|City Grant Programs|City Grant Programs,2352988
Human Welfare & Neighborhood Development|Department of the Status of Women|Commission On Status Of Women|City Grant Programs|City Grant Programs|Community Based Organization Svcs-Budget,2352988
Human Welfare & Neighborhood Development|Department of the Status of Women|Commission On Status Of Women|Mandatory Fringe Benefits,172875
Human Welfare & Neighborhood Development|Department of the Status of Women|Commission On Status Of Women|Mandatory Fringe Benefits|Dental Coverage,7282
Human Welfare & Neighborhood Development|Department of the Status of Women|Commission On Status Of Women|Mandatory Fringe Benefits|Dental Coverage|Dental Coverage,7282
Human Welfare & Neighborhood Development|Department of the Status of Women|Commission On Status Of Women|Mandatory Fringe Benefits|Health Service,49956
Human Welfare & Neighborhood Development|Department of the Status of Women|Commission On Status Of Women|Mandatory Fringe Benefits|Health Service|Dependent Coverage-Miscellaneous,18917
Human Welfare & Neighborhood Development|Department of the Status of Women|Commission On Status Of Women|Mandatory Fringe Benefits|Health Service|Health Service-City Match,31039
Human Welfare & Neighborhood Development|Department of the Status of Women|Commission On Status Of Women|Mandatory Fringe Benefits|Other Fringe Benefits,6187
Human Welfare & Neighborhood Development|Department of the Status of Women|Commission On Status Of Women|Mandatory Fringe Benefits|Other Fringe Benefits|Flexible Benefit Package,4570
Human Welfare & Neighborhood Development|Department of the Status of Women|Commission On Status Of Women|Mandatory Fringe Benefits|Other Fringe Benefits|Long Term Disability Insurance,1617
Human Welfare & Neighborhood Development|Department of the Status of Women|Commission On Status Of Women|Mandatory Fringe Benefits|Retirement,76932
